comment,date,downvotes,gender,location,search,upvotes,user,video,views,cleancomment,sex,sexuality,stem,lemma
Praise Science,2017-12-18 01:49:40 UTC,8,"Male and female couple, Heterosexual",Thailand,VR,663,https://xhamster.com/users/klosranj,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Praise Science,Male and female couple,Heterosexual,"['prais', 'scienc']","['praise', 'science']"
wow hot!,2017-11-22 12:36:59 UTC,8,"Male, Heterosexual",Germany,VR,663,https://xhamster.com/users/funchar,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,wow hot ,Male,Heterosexual,"['wow', 'hot']","['wow', 'hot']"
Que coño habrá visto este pedazo de tia en semejante gilipollas,2017-10-08 17:04:02 UTC,8,"Male, Heterosexual",Spain,VR,663,https://xhamster.com/users/sinsorgo,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Que co o habr visto este pedazo de tia en semejante gilipollas,Male,Heterosexual,"['que', 'co', 'habr', 'visto', 'est', 'pedazo', 'de', 'tia', 'en', 'semejant', 'gilipolla']","['que', 'co', 'habr', 'visto', 'este', 'pedazo', 'de', 'tia', 'en', 'semejante', 'gilipollas']"
"I get that this is a porno but please practice proper lab safety when dealing with chemicals. Kelly should be wearing gloves, safety goggles and a shirt that doesn't leave so much of her cleavage hanging. I also noticed there's no eye wash station or safety shower",2017-06-15 19:02:20 UTC,8,"Male, Heterosexual",Canada,VR,663,https://xhamster.com/users/blingchachink,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,I get that this is a porno but please practice proper lab safety when dealing with chemicals Kelly should be wearing gloves safety goggles and a shirt that doesn t leave so much of her cleavage hanging I also noticed there s no eye wash station or safety shower,Male,Heterosexual,"['get', 'porno', 'pleas', 'practic', 'proper', 'lab', 'safeti', 'deal', 'chemic', 'kelli', 'wear', 'glove', 'safeti', 'goggl', 'shirt', 'leav', 'much', 'cleavag', 'hang', 'also', 'notic', 'eye', 'wash', 'station', 'safeti', 'shower']","['get', 'porno', 'please', 'practice', 'proper', 'lab', 'safety', 'deal', 'chemical', 'kelly', 'wear', 'glove', 'safety', 'goggles', 'shirt', 'leave', 'much', 'cleavage', 'hang', 'also', 'notice', 'eye', 'wash', 'station', 'safety', 'shower']"
Awesome MILF!,2017-05-14 10:55:56 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/bceazy,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Awesome MILF ,Male,Heterosexual,"['awesom', 'milf']","['awesome', 'milf']"
"Very sexy women , love those massive tits",2017-04-22 17:12:03 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/limodriver,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Very sexy women love those massive tits,Male,Heterosexual,"['sexi', 'women', 'love', 'massiv', 'tit']","['sexy', 'woman', 'love', 'massive', 'tit']"
Awesome MILF!,2017-04-19 12:39:04 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/bceazy,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Awesome MILF ,Male,Heterosexual,"['awesom', 'milf']","['awesome', 'milf']"
Another lovely screw of this goddess! Explosive!!,2017-04-15 18:42:36 UTC,8,"Male, Heterosexual",United Kingdom,VR,663,https://xhamster.com/users/dependabledavid,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Another lovely screw of this goddess Explosive ,Male,Heterosexual,"['anoth', 'love', 'screw', 'goddess', 'explos']","['another', 'lovely', 'screw', 'goddess', 'explosive']"
So fucking hot!,2017-04-13 06:49:12 UTC,8,"Male, Heterosexual",United Kingdom,VR,663,https://xhamster.com/users/harryboy224,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,So fucking hot ,Male,Heterosexual,"['fuck', 'hot']","['fuck', 'hot']"
My dream fuck doll!!!,2017-04-12 23:28:01 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/1awesome,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,My dream fuck doll ,Male,Heterosexual,"['dream', 'fuck', 'doll']","['dream', 'fuck', 'doll']"
Schwing !!!!!,2017-04-12 20:27:59 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/hoople,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Schwing ,Male,Heterosexual,['schwing'],['schwing']
Hot!!,2017-04-12 20:15:48 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/dirty__d,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Hot ,Male,Heterosexual,['hot'],['hot']
"Ich kenn sie leider nicht persönlich, denn sie fickt echt gut. Beim Oralsex zuzusehen ist auch echt erregend. Schade, dass sie den steifen Penis nicht gänzlich schluckt. Aber eine gewisse Deepthroaterfahrung hat sie ja schon.  Ihr Pseudonym bei der AmateurCommunity (Sunny-Star) ist allerdings bekannt. Stünde mir so eine heiße Frau gegenüber, müsste man meinen Schwanz nicht erst bearbeiten um ihn steif zu bekommen! Sunny-Star wäre mit ihrer schokoladenbraunen Haut für mich die ideale Sexpartnerin, mit der ich gerne zusammen einen Videoclip drehen möchte.",2019-11-13 12:22:21 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/pa-piercing-fan,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Ich kenn sie leider nicht pers nlich denn sie fickt echt gut Beim Oralsex zuzusehen ist auch echt erregend Schade dass sie den steifen Penis nicht g nzlich schluckt Aber eine gewisse Deepthroaterfahrung hat sie ja schon Ihr Pseudonym bei der AmateurCommunity Sunny Star ist allerdings bekannt St nde mir so eine hei e Frau gegen ber m sste man meinen Schwanz nicht erst bearbeiten um ihn steif zu bekommen Sunny Star w re mit ihrer schokoladenbraunen Haut f r mich die ideale Sexpartnerin mit der ich gerne zusammen einen Videoclip drehen m chte ,Male,Heterosexual,"['ich', 'kenn', 'sie', 'leider', 'nicht', 'per', 'nlich', 'denn', 'sie', 'fickt', 'echt', 'gut', 'beim', 'oralsex', 'zuzusehen', 'ist', 'auch', 'echt', 'erregend', 'schade', 'dass', 'sie', 'den', 'steifen', 'peni', 'nicht', 'g', 'nzlich', 'schluckt', 'aber', 'ein', 'gewiss', 'deepthroaterfahrung', 'hat', 'sie', 'ja', 'schon', 'ihr', 'pseudonym', 'bei', 'der', 'amateurcommun', 'sunni', 'star', 'ist', 'allerd', 'bekannt', 'st', 'nde', 'mir', 'ein', 'hei', 'e', 'frau', 'gegen', 'ber', 'sste', 'man', 'meinen', 'schwanz', 'nicht', 'erst', 'bearbeiten', 'um', 'ihn', 'steif', 'zu', 'bekommen', 'sunni', 'star', 'w', 'mit', 'ihrer', 'schokoladenbraunen', 'haut', 'f', 'r', 'mich', 'die', 'ideal', 'sexpartnerin', 'mit', 'der', 'ich', 'gern', 'zusammen', 'einen', 'videoclip', 'drehen', 'chte']","['ich', 'kenn', 'sie', 'leider', 'nicht', 'pers', 'nlich', 'denn', 'sie', 'fickt', 'echt', 'gut', 'beim', 'oralsex', 'zuzusehen', 'ist', 'auch', 'echt', 'erregend', 'schade', 'das', 'sie', 'den', 'steifen', 'penis', 'nicht', 'g', 'nzlich', 'schluckt', 'aber', 'eine', 'gewisse', 'deepthroaterfahrung', 'hat', 'sie', 'ja', 'schon', 'ihr', 'pseudonym', 'bei', 'der', 'amateurcommunity', 'sunny', 'star', 'ist', 'allerdings', 'bekannt', 'st', 'nde', 'mir', 'eine', 'hei', 'e', 'frau', 'gegen', 'ber', 'sste', 'man', 'meinen', 'schwanz', 'nicht', 'erst', 'bearbeiten', 'um', 'ihn', 'steif', 'zu', 'bekommen', 'sunny', 'star', 'w', 'mit', 'ihrer', 'schokoladenbraunen', 'haut', 'f', 'r', 'mich', 'die', 'ideale', 'sexpartnerin', 'mit', 'der', 'ich', 'gerne', 'zusammen', 'einen', 'videoclip', 'drehen', 'chte']"
wer ist denn die geile schwarze Ficksau kennt die wer?,2019-09-26 01:21:11 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/wixxgeiler82,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,wer ist denn die geile schwarze Ficksau kennt die wer ,Male,Heterosexual,"['wer', 'ist', 'denn', 'die', 'geil', 'schwarz', 'ficksau', 'kennt', 'die', 'wer']","['wer', 'ist', 'denn', 'die', 'geile', 'schwarze', 'ficksau', 'kennt', 'die', 'wer']"
"Geile Lady, aber was hier so als hart gefickt durchgeht...",2019-07-20 10:21:06 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/iceman_316,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Geile Lady aber was hier so als hart gefickt durchgeht ,Male,Heterosexual,"['geil', 'ladi', 'aber', 'hier', 'al', 'hart', 'gefickt', 'durchgeht']","['geile', 'lady', 'aber', 'hier', 'al', 'hart', 'gefickt', 'durchgeht']"
"ist die geil,da will man auch",2019-07-20 05:23:01 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/tro1960,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,ist die geil da will man auch,Male,Heterosexual,"['ist', 'die', 'geil', 'da', 'man', 'auch']","['ist', 'die', 'geil', 'da', 'man', 'auch']"
Das ist doch nicht hart gefickt! So eine negerschlampe muss deutlich krasser gefickt werden!,2019-07-08 22:18:46 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/extremfickhengst,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Das ist doch nicht hart gefickt So eine negerschlampe muss deutlich krasser gefickt werden ,Male,Heterosexual,"['da', 'ist', 'doch', 'nicht', 'hart', 'gefickt', 'ein', 'negerschlamp', 'muss', 'deutlich', 'krasser', 'gefickt', 'werden']","['da', 'ist', 'doch', 'nicht', 'hart', 'gefickt', 'eine', 'negerschlampe', 'mus', 'deutlich', 'krasser', 'gefickt', 'werden']"
Oh sunny  würde dich gerne  vaginal ficken.,2019-05-12 06:09:10 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/laos4,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Oh sunny w rde dich gerne vaginal ficken ,Male,Heterosexual,"['oh', 'sunni', 'w', 'rde', 'dich', 'gern', 'vagin', 'ficken']","['oh', 'sunny', 'w', 'rde', 'dich', 'gerne', 'vaginal', 'ficken']"
"Das Bantu-Äffchen weiß, wo sein Platz ist!",2019-03-04 16:07:46 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/haulan,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Das Bantu ffchen wei wo sein Platz ist ,Male,Heterosexual,"['da', 'bantu', 'ffchen', 'wei', 'wo', 'sein', 'platz', 'ist']","['da', 'bantu', 'ffchen', 'wei', 'wo', 'sein', 'platz', 'ist']"
"Eine geile Bitch ist Sie .
Ihren schwarzen arsch will ich auch ficken",2018-05-19 07:48:29 UTC,19,"Male, Bisexual",Germany,VR,705,https://xhamster.com/users/kr2373,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Eine geile Bitch ist Sie Ihren schwarzen arsch will ich auch ficken,Male,Bisexual,"['ein', 'geil', 'bitch', 'ist', 'sie', 'ihren', 'schwarzen', 'arsch', 'ich', 'auch', 'ficken']","['eine', 'geile', 'bitch', 'ist', 'sie', 'ihren', 'schwarzen', 'arsch', 'ich', 'auch', 'ficken']"
sehr heiß die kleine,2018-05-11 21:38:16 UTC,19,"Transgender MtF, Heterosexual",Germany,VR,705,https://xhamster.com/users/tvolivia,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,sehr hei die kleine,Transgender MtF,Heterosexual,"['sehr', 'hei', 'die', 'klein']","['sehr', 'hei', 'die', 'kleine']"
Fickt die kleine Negersau eigentlich immer mit dem selben Stecher? ,2018-05-08 08:55:46 UTC,19,"Male, Heterosexual",Austria,VR,705,https://xhamster.com/users/lucifergangbang,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Fickt die kleine Negersau eigentlich immer mit dem selben Stecher ,Male,Heterosexual,"['fickt', 'die', 'klein', 'negersau', 'eigentlich', 'immer', 'mit', 'dem', 'selben', 'stecher']","['fickt', 'die', 'kleine', 'negersau', 'eigentlich', 'immer', 'mit', 'dem', 'selben', 'stecher']"
"Ich würde mal gerne ihre Schoko Muschi lecken, sie richtig durchficken und dann in sie reinspritzen",2018-04-08 04:57:05 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/magicoger,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Ich w rde mal gerne ihre Schoko Muschi lecken sie richtig durchficken und dann in sie reinspritzen,Male,Heterosexual,"['ich', 'w', 'rde', 'mal', 'gern', 'ihr', 'schoko', 'muschi', 'lecken', 'sie', 'richtig', 'durchficken', 'und', 'dann', 'sie', 'reinspritzen']","['ich', 'w', 'rde', 'mal', 'gerne', 'ihre', 'schoko', 'muschi', 'lecken', 'sie', 'richtig', 'durchficken', 'und', 'dann', 'sie', 'reinspritzen']"
Lieblingsnegerin!,2018-02-12 23:40:40 UTC,19,"Male, Heterosexual",Austria,VR,705,https://xhamster.com/users/lucifergangbang,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Lieblingsnegerin ,Male,Heterosexual,['lieblingsnegerin'],['lieblingsnegerin']
Junges deutsches Ebony - wer hat diese Sprache erfunden und wann ?,2017-11-24 11:47:08 UTC,19,"Male, Heterosexual",Australia,VR,705,https://xhamster.com/users/hans47au,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Junges deutsches Ebony wer hat diese Sprache erfunden und wann ,Male,Heterosexual,"['jung', 'deutsch', 'eboni', 'wer', 'hat', 'dies', 'sprach', 'erfunden', 'und', 'wann']","['junges', 'deutsches', 'ebony', 'wer', 'hat', 'diese', 'sprache', 'erfunden', 'und', 'wann']"
Der hätte ich gerne meine Weiße Sahne Soße in die Schokotorte Versenkt Herrlich,2017-10-30 07:28:28 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/kalko,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Der h tte ich gerne meine Wei e Sahne So e in die Schokotorte Versenkt Herrlich,Male,Heterosexual,"['der', 'h', 'tte', 'ich', 'gern', 'mein', 'wei', 'e', 'sahn', 'e', 'die', 'schokotort', 'versenkt', 'herrlich']","['der', 'h', 'tte', 'ich', 'gerne', 'meine', 'wei', 'e', 'sahne', 'e', 'die', 'schokotorte', 'versenkt', 'herrlich']"
Geboren um Schwänze zu blasen!,2017-10-12 04:56:17 UTC,19,"Male, Bisexual",Germany,VR,705,https://xhamster.com/users/magicgerd59,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Geboren um Schw nze zu blasen ,Male,Bisexual,"['geboren', 'um', 'schw', 'nze', 'zu', 'blasen']","['geboren', 'um', 'schw', 'nze', 'zu', 'blasen']"
Sunny ,2017-08-31 12:43:57 UTC,19,"Female, Not sure",Turkey,VR,705,https://xhamster.com/users/heedfull,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Sunny ,Female,Not sure,['sunni'],['sunny']
Sunny ist wirklich sehr süß und sexy!,2017-08-03 08:41:53 UTC,19,"Male, Heteroflexible",Germany,VR,705,https://xhamster.com/users/volle-eier,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Sunny ist wirklich sehr s und sexy ,Male,Heteroflexible,"['sunni', 'ist', 'wirklich', 'sehr', 'und', 'sexi']","['sunny', 'ist', 'wirklich', 'sehr', 'und', 'sexy']"
Schon echt hammergeil die Kleine. Würde ich auch in den Arsch Ficken und reinspritzen!,2017-05-27 06:14:45 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/bonanza69,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Schon echt hammergeil die Kleine W rde ich auch in den Arsch Ficken und reinspritzen ,Male,Heterosexual,"['schon', 'echt', 'hammergeil', 'die', 'klein', 'w', 'rde', 'ich', 'auch', 'den', 'arsch', 'ficken', 'und', 'reinspritzen']","['schon', 'echt', 'hammergeil', 'die', 'kleine', 'w', 'rde', 'ich', 'auch', 'den', 'arsch', 'ficken', 'und', 'reinspritzen']"
name?,2017-04-24 18:41:01 UTC,19,"Male, Heterosexual",United Kingdom,VR,705,https://xhamster.com/users/coolmindedguy20,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,name ,Male,Heterosexual,['name'],['name']
"Stehe eigentlich nicht unbedingt auf Ebonys, aber Sunny ist wirklich hammergeil! Hübsches Gesicht, geile Figur mit herrlichem Arsch und eine geile Stimme.",2017-04-15 11:54:52 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/moppelmoeger,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Stehe eigentlich nicht unbedingt auf Ebonys aber Sunny ist wirklich hammergeil H bsches Gesicht geile Figur mit herrlichem Arsch und eine geile Stimme ,Male,Heterosexual,"['stehe', 'eigentlich', 'nicht', 'unbedingt', 'auf', 'eboni', 'aber', 'sunni', 'ist', 'wirklich', 'hammergeil', 'h', 'bsche', 'gesicht', 'geil', 'figur', 'mit', 'herrlichem', 'arsch', 'und', 'ein', 'geil', 'stimm']","['stehe', 'eigentlich', 'nicht', 'unbedingt', 'auf', 'ebony', 'aber', 'sunny', 'ist', 'wirklich', 'hammergeil', 'h', 'bsches', 'gesicht', 'geile', 'figur', 'mit', 'herrlichem', 'arsch', 'und', 'eine', 'geile', 'stimme']"
Sie hat nen hammer sexy Arsch!... und dazu dieser traumhafte Körper mit diesem süßen Gesicht... Perfekt!,2017-04-14 14:23:39 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/sonic_sonic,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,Sie hat nen hammer sexy Arsch und dazu dieser traumhafte K rper mit diesem s en Gesicht Perfekt ,Male,Heterosexual,"['sie', 'hat', 'nen', 'hammer', 'sexi', 'arsch', 'und', 'dazu', 'dieser', 'traumhaft', 'k', 'rper', 'mit', 'diesem', 'en', 'gesicht', 'perfekt']","['sie', 'hat', 'nen', 'hammer', 'sexy', 'arsch', 'und', 'dazu', 'dieser', 'traumhafte', 'k', 'rper', 'mit', 'diesem', 'en', 'gesicht', 'perfekt']"
"alles Schlappschwänze
Sunny super *****",2017-04-13 18:06:35 UTC,19,"Male, Heterosexual",Germany,VR,705,https://xhamster.com/users/easy_going_,https://xhamster.com/videos/junges-deutsches-ebony-wird-hart-gefickt-7512704,648259,alles Schlappschw nze Sunny super ,Male,Heterosexual,"['all', 'schlappschw', 'nze', 'sunni', 'super']","['alles', 'schlappschw', 'nze', 'sunny', 'super']"
